Full_Name,Lat,Long,YeStart,YeEnd,Funestus
Ndwara,-0.1798,34.3564,1996,1998,0.0
Ndwara/Nyang'oma,-0.1775,34.3561,1996,1996,0.0
Nguka,-0.1595,34.3944,2008,2009,1.0
Nguka 2,-0.1493,34.3928,1996,1996,0.0
Nyabera,-0.307,34.2839,2011,2012,0.0
Nyang'oma,-0.1377,34.1642,1996,2012,1.0
Ochuoga/Kowi,-0.1772,34.4049,1996,1998,0.0
Omia Mwalo,-0.1649,34.4199,2011,2012,0.0
Ongi'elo,-0.1721,34.3775,1996,1998,0.0
Rarieda,-0.1953,34.3398,2009,2013,1.0
Udhoro,-0.005,34.1417,2000,2000,1.0
Ujwanga/Nyachida,-0.172,34.3481,1996,1998,0.0
Usengi,-0.0674,34.0556,2000,2000,1.0
Usigu,-0.0469,34.1068,1999,2012,1.0
Utonga,-0.08,34.178,2011,2012,0.0
Wera,-0.1531,34.409,1996,1998,0.0
Amariba swamp,-0.7448,34.7836,2008,2008,1.0
Bigege,-0.5893,34.7488,2008,2011,1.0
Birongo,-0.75,34.88,2004,2004,1.0
Bogiakumu,-0.6861,34.7352,2004,2004,1.0
Bomorenda,-0.6962,34.7265,2004,2004,1.0
Bonchari,-0.6775,34.709,2004,2004,1.0
Bouti,-0.656,34.7816,2004,2004,0.0
Daraja Mbili Junction,-0.6664,34.7645,2004,2004,1.0
Ekerubo Etono,-0.7019,34.7416,2007,2007,0.0
Gesonso,-0.6594,34.7382,2004,2004,1.0
Igemo,-0.5725,34.7952,2008,2008,0.0
Iyabe,-0.7,34.68,2004,2004,1.0
KEMRI near Kisumu,-0.6717,34.7718,2002,2002,0.0
Keumbu,-0.7344,34.8464,2004,2010,1.0
Kiamokama,-0.8178,34.8684,2004,2004,1.0
Kiogoro,-0.7268,34.7819,2004,2004,1.0
Kirua,-0.7896,34.8628,2004,2004,1.0
Kisii Fisheries. Dept.,-0.6694,34.775,2004,2004,0.0
Marani,-0.5794,34.7991,2003,2014,1.0
Masaba,-0.6755,34.7713,2004,2004,1.0
Masimba,-0.87,34.93,2004,2004,1.0
Matieko swamp,-0.5744,34.7097,2008,2009,1.0
Mogonga,-0.8468,34.8965,2004,2004,1.0
Monuri BMS,-0.7279,34.7897,2008,2008,1.0
Mosocho,-0.5877,34.7325,2002,2004,1.0
Mugori BMS,-0.6656,34.6415,2008,2009,1.0
Mwagichana,-0.5866,34.7906,2004,2004,1.0
Mwata swamp,-0.6783,34.6486,2009,2009,0.0
Nyaguta,-0.73,34.82,2004,2004,1.0
Nyakoe,-0.6205,34.7562,2004,2004,1.0
Nyanchwa,-0.68,34.77,2004,2004,1.0
Nyansira,-0.7589,34.9095,2004,2004,1.0
Nyatieko,-0.6385,34.7955,2004,2004,1.0
Nyaura,-0.6805,34.7725,2004,2004,1.0
Prison,-0.6702,34.7757,2004,2004,1.0
Riamuntinga,-0.6781,34.6728,2008,2008,1.0
Rioma swamp,-0.5334,34.7924,2008,2009,0.0
Sensi,-0.6029,34.8172,2004,2004,1.0
Study Area in Kisii Central District,-0.6812,34.7734,2003,2004,1.0
Suneka,-0.6739,34.702,2004,2004,1.0
Emenwa Mosasa,-0.8223,34.8239,2007,2007,0.0
Gesusu,-0.8711,34.898,2004,2004,1.0
Itumbe,-0.7667,34.7833,2007,2007,0.0
Kegogi,-0.8202,34.8613,2004,2004,1.0
Masongo,-0.7167,34.75,2004,2004,1.0
Matunwa,-0.77,34.8,2004,2004,1.0
Nyaribari Masaba,-0.7926,34.804,2004,2004,1.0
Riamo swamp,-0.8692,34.7086,2006,2006,0.0
Riokangi swamp,-0.8068,34.7261,2006,2006,0.0
Riomweno swamp,-0.8098,34.7214,2006,2006,0.0
Sengera,-0.9277,34.7198,2007,2007,0.0
Sengera Health Centre,-0.8667,34.7167,2003,2006,1.0
Homa Bay,-0.519,34.454,2005,2005,0.0
Lwanda,-0.4755,34.5859,2009,2012,1.0
Rangwe,-0.6,34.5833,2002,2003,0.0
Sota,-0.5308,34.5197,2009,2010,0.0
Akonya,-0.1165,34.5131,2009,2010,0.0
Kajore,-0.1524,34.4538,2008,2009,1.0
Kamonye,-0.084,34.513,1999,2000,1.0
Kanyawegi,-0.1054,34.6372,1991,1993,1.0
Kirindo,-0.168,34.4809,2008,2011,1.0
Kosogo,-0.1167,34.86,1999,1999,1.0
Pith Kodhiambo,-0.1436,34.4614,2008,2009,1.0
Seme,-0.0833,34.5167,1999,2008,1.0
Usoma,-0.0821,34.7157,2008,2008,1.0
VBCR Centre near Kisumu,-0.0765,34.6761,2006,2006,0.0
Ungoe,-0.8113,34.2437,2011,2011,1.0
Irianyi,-0.6629,34.8548,2004,2004,0.0
Ngenyi,-0.5989,34.8465,2004,2004,1.0
Abuoro,-0.154,35.158,2000,2000,1.0
Agoro East,-0.2941,35.0364,2011,2012,0.0
Border I,-0.1753,35.0329,2011,2012,0.0
Bwaja,-0.2622,34.9763,1996,1998,0.0
Gem Rae,-0.2267,34.9469,2000,2000,1.0
Jimo West,-0.3265,34.8968,2011,2012,1.0
Kabar Central,-0.0787,35.0012,2011,2012,1.0
Kakola-Ombaka,-0.2485,34.8835,2011,2012,1.0
Katito,-0.2705,34.977,2008,2009,1.0
Kigoche,-0.1396,34.9331,2010,2012,1.0
"Kisian, Kimilili, Awendo",-0.05,34.9333,1996,1996,0.0
Kochogo North,-0.1886,34.9279,2011,2012,0.0
Kopere,-0.0373,35.1784,2001,2003,0.0
Kore irrigation scheme,-0.1424,34.9267,2007,2008,1.0
Muhoroni East,-0.1489,35.2038,2011,2012,0.0
Nyabondo,-0.3815,34.9796,2006,2011,1.0
Nyando,-0.159,34.981,2008,2013,1.0
Ochoria,-0.2214,35.3029,2000,2000,1.0
Owaga,-0.152,35.2264,2000,2000,1.0
Sango Rota,-0.3148,34.8036,2008,2009,1.0
Sigoti,-0.3464,34.9709,2006,2011,0.0
South Nyakach,-0.341,34.933,2006,2011,0.0
South West Nyabondo,-0.4034,34.9596,2006,2011,0.0
Tonde,-0.1278,35.2024,2011,2012,1.0
Wangaya,-0.15,34.9833,2000,2000,1.0
Kagwa Seka,-0.3788,34.6942,2011,2012,0.0
Kakwajuok Upper,-0.4012,34.6682,2011,2012,0.0
Kalwal,-0.4462,34.5096,2011,2012,0.0
Kamenya Central,-0.4532,34.6332,2011,2012,0.0
Kamser Seka,-0.3711,34.7019,2011,2012,0.0
Kamwala,-0.3599,34.7543,2011,2012,0.0
Kandiage,-0.4303,34.549,2008,2009,1.0
Kanyango I & II,-0.409,34.5639,2011,2012,0.0
Karabondi,-0.3592,34.7205,1996,1996,1.0
Kawadhgone,-0.4417,34.5603,2011,2012,0.0
Kendo,-0.356,34.646,2005,2005,0.0
Kindu,-0.3725,34.6441,2008,2009,1.0
Kobala,-0.3519,34.7653,1996,2009,1.0
Kobuya East,-0.3588,34.7905,2011,2012,0.0
Kobuya West,-0.3733,34.7741,2011,2012,0.0
Kodera,-0.577,34.681,2002,2003,0.0
Koguta Homa Lime,-0.4181,34.4833,2011,2012,0.0
Kogweno Oriang',-0.4005,34.6092,2011,2012,0.0
Ouko Ondeng'e,-0.4142,34.55,2011,2012,0.0
Oyugis,-0.502,34.722,2002,2003,0.0
Rachuonyo,-0.44,34.739,2008,2013,1.0
Rakwaro,-0.3621,34.7539,2008,2009,0.0
Ringa,-0.4667,34.85,2002,2003,0.0
Siany,-0.43,34.9116,2010,2012,1.0
Gem,0.1,34.48,1997,2013,1.0
Kanyaboli,0.0333,34.2,2000,2007,1.0
Karemo,0.0401,34.3221,2002,2004,1.0
Karumo,-0.0183,34.3036,2009,2009,1.0
Kogelo,-0.015,34.348,2000,2000,1.0
Kosoro,0.1064,34.5401,2005,2005,1.0
Luero,0.1201,34.5278,2005,2005,1.0
Madiri,0.1111,34.527,2005,2005,1.0
Marenyo,0.078,34.5514,2000,2000,1.0
Miyare,-0.0342,34.277,1993,1998,0.0
Mulaha/Oriang',0.0492,34.2471,2009,2009,1.0
Nyajuok,-0.0236,34.2755,2000,2000,1.0
Nyamboga,0.1188,34.5049,2005,2005,1.0
Nyamninia A,0.1146,34.5163,2005,2005,1.0
Nyamninia B,0.1109,34.5111,2005,2005,1.0
Sauri A,0.1203,34.5221,2005,2005,1.0
Sauri B,0.1168,34.5197,2005,2005,1.0
Silula,0.1111,34.5032,2005,2005,1.0
Sipoklo,0.0673,34.4597,2009,2009,1.0
Ulwambwa,-0.0053,34.1887,2009,2009,1.0
Wangoji,-0.01,34.4024,2009,2009,1.0
Yala A,0.1061,34.5273,2005,2005,1.0
Yala B,0.1044,34.5328,2005,2005,1.0
Yala river,0.063,34.161,2002,2006,1.0
Akuot,-0.4626,34.3744,2009,2012,1.0
Alero,-0.4746,34.3295,2009,2012,1.0
Gembe,-0.5015,34.1983,1997,2012,1.0
Gembe East,-0.5003,34.2165,2010,2010,1.0
Gembe West,-0.4385,34.2332,2008,2008,1.0
Gingo,-0.4949,34.171,1997,2010,1.0
God Jope,-0.5667,34.3167,1997,1998,1.0
Godariyo,-0.4946,34.3274,2009,2010,0.0
Gunda,-0.4085,34.1556,2012,2012,1.0
Hao,-0.4777,34.3843,2009,2010,1.0
Kamasengere East,-0.4302,34.1649,1997,1998,0.0
Kamasengere West,-0.4235,34.1343,1997,1998,1.0
Kamreri East,-0.5001,34.2691,1997,1998,1.0
Kamreri West,-0.4974,34.2297,1997,1998,1.0
Kamsama,-0.4657,34.3161,2009,2010,0.0
Kamsengere,-0.425,34.134,2008,2010,1.0
Kasgunga,-0.4447,34.2219,1997,1998,1.0
Kaswanga,-0.4,34.1667,1997,1998,1.0
Kaugege,-0.4524,34.2715,2009,2014,1.0
Kayanja,-0.5066,34.3427,1997,1998,1.0
Kibuogi,-0.5279,34.0963,1997,2012,1.0
Kibwer,-0.6523,34.2258,1997,1998,1.0
Kirindo,-0.4494,34.2493,2009,2012,1.0
Kisamba,-0.5009,34.3454,2009,2010,0.0
Kitawa,-0.6783,34.0898,1997,1998,1.0
Lake Victoria Island,-0.4076,34.1797,2012,2012,1.0
Lake Victoria Mainland,-0.4522,34.2174,2012,2012,1.0
Lake Victoria shore,-0.4833,34.2317,1997,2000,1.0
Luanda Nyamasare,-0.482,34.292,2004,2012,1.0
Lwanda,-0.4748,34.2901,1997,2011,1.0
Lwara,-0.5454,34.1635,2009,2010,0.0
Magunga,-0.6893,34.1518,1997,1998,1.0
Makende,-0.55,34.2,1997,1998,0.0
Mbita,-0.4369,34.2065,1997,2012,1.0
Mbita 2,-0.431,34.209,1997,1997,0.0
Mbita Township,-0.437,34.2095,1997,1998,0.0
Mfangano,-0.4598,34.0097,1997,2012,1.0
Mirunda,-0.4569,34.3212,2009,2010,1.0
Misuri,-0.4769,34.2917,2009,2010,0.0
Ngau,-0.4712,34.279,2009,2012,1.0
Ngodhe,-0.3549,34.194,1997,2012,1.0
Nyamaji,-0.4868,34.3287,2009,2010,0.0
Nyamanga,-0.4605,34.1934,2012,2012,1.0
Nyamrandi,-0.4949,34.1703,1997,1998,1.0
Nyamrisia,-0.5702,34.1031,1997,1998,1.0
Nyancha,-0.7176,34.1256,1997,1998,0.0
Nyandago,-0.4779,34.3191,2009,2012,1.0
"Nyandago, Nyaroya, Hao",-0.4769,34.3053,2012,2012,1.0
Nyandhiwa,-0.7215,34.0665,1997,1997,0.0
Nyandiwa,-0.7166,34.0681,1997,2010,1.0
Nyaroya,-0.4874,34.313,2009,2012,1.0
Nyatoto,-0.5401,34.2574,1997,1998,1.0
Obambo,-0.495,34.3032,2009,2010,0.0
Ogongo,-0.6224,34.3456,1997,2010,1.0
Oria,-0.4655,34.281,2009,2010,0.0
Owichi,-0.7716,34.1046,1997,2010,1.0
Ragwe,-0.5724,34.084,1997,2012,1.0
Rambwe,-0.5115,34.4093,2009,2010,0.0
Roo,-0.55,34.12,1997,2012,1.0
Ruma NP gate,-0.5725,34.2649,1997,1997,0.0
Rungwa West,-0.5848,34.1638,1997,1998,0.0
Ruri East,-0.587,34.3638,1997,1998,1.0
Ruri West,-0.5838,34.3356,1997,1998,1.0
Sena,-0.466,34.063,1999,1999,0.0
Sindo,-0.5399,34.1677,1997,1997,0.0
Sumba East,-0.5686,34.1988,1997,1998,1.0
Takawiri,-0.4716,34.0942,1997,2011,1.0
Tinga,-0.494,34.2833,2009,2010,0.0
Usao,-0.4777,34.3843,1997,1998,1.0
Utajo,-0.3817,34.2157,1997,2010,1.0
Uterere,-0.6329,34.0776,1997,1998,1.0
Uwi,-0.4594,34.4008,2009,2012,1.0
Valley North,-0.5267,34.2855,1997,2010,0.0
Valley South,-0.6443,34.2373,1997,2010,0.0
Wanyama,-0.3864,34.1779,1997,2010,1.0
Waondo,-0.5308,34.3793,2009,2010,0.0
Waware,-0.405,34.1933,1997,1998,1.0
Baringo,0.468,35.967,1991,2010,1.0
Kamarimar,0.4392,36.0035,2008,2010,1.0
Kampi ya Samaki,0.6202,36.0273,2012,2012,0.0
Kaptombes,0.395,36.0167,1999,2000,1.0
Lake Baringo Island,0.6167,36.0733,2012,2012,1.0
Lake Baringo Mainland,0.5664,36.0166,2012,2012,1.0
Loboi,0.3552,36.0643,2009,2009,1.0
Logumgum,0.5012,36.0563,2012,2012,1.0
Maji-Ndege,0.3333,36.0333,1991,1992,0.0
Perkerra  scheme,0.4764,35.9998,1994,1994,0.0
Sirata,0.4619,36.097,2012,2012,1.0
Tirion,0.3874,36.0254,2008,2010,1.0
Kiserian,-1.4295,36.6897,2009,2009,0.0
Kitengela 1,-1.4952,36.9546,2008,2008,0.0
Kitengela 2,-1.4957,36.9546,2009,2009,0.0
Magadi,-2.0464,36.2134,2007,2012,1.0
Fort Ternan,-0.199,35.349,1999,2010,1.0
Kerenga Tea Estate,-0.4,35.25,1999,2000,1.0
Kipsite,-0.3923,35.0636,2000,2009,1.0
Pala,-0.1846,35.1149,2000,2000,1.0
Siwot,-0.2117,35.3544,2000,2000,1.0
Equator,0.0,35.9682,2005,2005,0.0
Kakimor,0.2,35.7667,2000,2000,1.0
Katheluny,0.1069,35.8811,2005,2005,0.0
Ngarua,0.2989,37.3941,2014,2015,1.0
Kibshana,-0.1469,35.9379,2005,2005,0.0
Neivasha sheep and goat farms,-0.6601,36.3827,1999,2005,0.0
Chebarbar,0.2074,35.1298,2007,2007,0.0
Chebarbar Koboen,0.1992,35.1467,2007,2007,0.0
Chepkober,0.2825,35.0752,2000,2000,0.0
Chesuwe,0.14,35.114,2000,2000,1.0
Kabore,0.2704,35.2582,1991,1992,0.0
Kamoiywo,0.3823,35.0851,2007,2007,0.0
Kapkoimur,0.516,34.9736,2007,2007,0.0
Kapsisiywa,0.3167,35.0667,2003,2007,1.0
Kaptobunge,0.207,35.043,2000,2000,1.0
Kilibwoni,0.2167,35.2333,2003,2006,1.0
Kipsamoite,0.3289,34.9963,2001,2007,1.0
Kiputure,0.213,35.124,2000,2000,0.0
Kosirai,0.2667,35.1333,2000,2000,0.0
Mosoriot,0.3263,35.1712,2007,2007,0.0
Severinga,0.183,34.933,2000,2000,0.0
Taresia,0.5008,34.9332,2007,2007,0.0
Tulon,0.2475,35.2158,2007,2007,0.0
Chepkunyuk,0.15,35.2333,2000,2000,1.0
Kamobon,-0.0046,34.7445,2008,2009,1.0
Serem,0.0712,34.8581,2002,2003,0.0
Olasiti,-1.1068,36.2404,2005,2005,0.0
Mt. Elgon,1.1411,34.7028,2007,2010,1.0
Kakuma,3.7528,34.8204,2006,2006,0.0
Kakuma (Sector 1 Phase 1),3.7567,34.8325,2006,2006,0.0
Kakuma (Sector 1 Phase 2),3.751,34.8276,2006,2006,0.0
Kakuma (Sector 1 Phase 3),3.7569,34.8275,2006,2006,0.0
Kakuma (Sector 1 Zone 1),3.726,34.8408,2006,2006,0.0
Kakuma (Sector 1 Zone 2),3.7426,34.8368,2006,2006,0.0
Kakuma (Sector 1 Zone 3),3.7489,34.8415,2006,2006,0.0
Kakuma (Sector 1 Zone 4),3.7508,34.8359,2006,2006,0.0
Kakuma (Sector 1 Zone 5),3.7222,34.848,2006,2006,0.0
Kakuma (Sector 3),3.7687,34.8235,2006,2006,0.0
Kakuma (Sector 4),3.7639,34.8213,2006,2006,0.0
Kaling,4.3762,35.5516,1994,1994,0.0
Cheboywo,0.292,35.277,1991,1992,0.0
Kambi Chura,0.283,35.323,1991,1992,0.0
Tulwopngetuny,0.289,35.28,1991,1992,0.0
Bungoma,0.5709,34.5614,2009,2014,1.0
Chwele,0.7359,34.5778,2011,2011,0.0
Kanduyi,0.55,34.5167,2011,2011,0.0
Lutonyi,0.7737,34.6931,2005,2005,1.0
Sirisia,0.7562,34.5058,2011,2011,0.0
Budalangi,0.1456,34.0272,2007,2011,1.0
Busia,0.467,34.101,2007,2011,1.0
Emutete,0.3053,34.6056,2009,2009,1.0
Mulanda,0.148,34.589,2000,2000,1.0
Mumias,0.333,34.482,1995,2005,1.0
Iguhu,0.167,34.7483,2002,2014,1.0
"Iguhu, Makhokho & Sigalagala",0.168,34.753,1999,2000,1.0
Ivonda,0.15,34.75,2000,2000,0.0
Kimingini,0.1712,34.7606,2004,2006,1.0
Malava/Kabras Division,0.4531,34.8374,1995,1996,0.0
Sigalagala,0.199,34.749,2006,2007,0.0
Stendmwako,0.28,34.662,2005,2005,0.0
Yala River,0.177,34.7853,2002,2002,1.0
Adanya,0.702,34.3467,2011,2012,0.0
Akiriamasi,0.6158,34.224,2011,2012,0.0
Akiriamasit,0.6265,34.2441,2011,2014,1.0
Aloete,0.7223,34.3806,2011,2012,0.0
Alupe,0.5,34.1306,1999,1999,1.0
Apatit,0.5405,34.2372,2011,2012,0.0
Kakapel,0.6731,34.3472,2011,2012,0.0
Kaliwa,0.514,34.251,2011,2014,1.0
Katelepai,0.6973,34.3821,2011,2012,0.0
Kengatunyi,0.6311,34.373,2011,2012,0.0
Odioyi,0.5924,34.2272,2011,2014,1.0
Rwatama,0.69,34.3997,2011,2012,0.0
Teso North,0.7167,34.35,2009,2013,1.0
Teso South,0.5333,34.25,2009,2013,1.0
Digula,0.1,34.7667,2000,2000,1.0
Ebulako,0.0094,34.6077,2011,2013,1.0
Ebusamia,0.1166,34.6333,2000,2000,1.0
Emakhanga,0.1142,34.6182,2002,2014,1.0
Emutete,0.026,34.6358,2002,2014,1.0
Inavi,0.008,34.6716,2011,2013,1.0
Kapsulu,0.005,34.74,2002,2003,0.0
Kaptik,0.1528,34.8909,2002,2003,0.0
Kezege,0.0263,34.6506,2004,2009,1.0
Lunyerere,0.1,34.7167,2006,2009,1.0
Mbale,0.0833,34.7167,2002,2011,1.0
Muluhoro,0.0371,34.5808,2011,2013,1.0
Musilongo,0.0208,34.6035,2004,2012,1.0
Nyalenda,0.1,34.7667,2006,2008,1.0
Shamakhokho,0.1,34.8167,2000,2000,1.0
Tindinyo,0.139,34.849,2000,2000,1.0
Wakikuyu,0.108,34.7699,2004,2006,1.0
Wamondo,0.0268,34.7011,2004,2006,1.0
Garage,6.8674,-10.8197,2011,2011,0.0
Gissi Camp,6.6902,-10.955,2011,2011,0.0
Malema Camp,6.678,-10.9745,2011,2011,0.0
Nimba Point,6.7269,-11.036,2012,2014,0.0
Outside Weamoi,6.6774,-10.8141,2011,2011,0.0
Parker誷 Corner,6.418,-10.7904,2014,2014,0.0
UNMIL camp,6.8706,-10.8301,2011,2011,0.0
Weamoi,6.681,-10.817,2011,2011,0.0
Woman's centre,6.868,-10.8238,2011,2011,0.0
Norbor,6.8557,-10.574,2011,2011,0.0
Outer Norbor,6.8551,-10.5742,2011,2011,0.0
Fuamah,6.9392,-10.2151,2012,2014,0.0
Bong,6.8296,-9.3673,2011,2012,0.0
Kpaai,6.984,-9.234,2012,2014,0.0
Tomato Camp,7.046,-9.2555,2014,2014,0.0
Jorkole,6.8333,-9.5833,2012,2014,0.0
Sergeant Kollie Town,7.016,-9.567,2012,2014,0.0
Suakoko,7.1221,-9.5886,1996,2014,0.0
Bokay,6.2122,-10.2716,2012,2014,0.0
Soniwein,5.985,-10.134,2009,2012,0.0
Zadru,6.068,-8.13,2013,2013,0.0
Zwedru,6.0667,-8.1333,2012,2014,0.0
Ngaisaikoryah,8.417,-10.233,2013,2013,0.0
Lofa,8.1912,-9.7232,2011,2012,0.0
Margibi,6.5155,-10.3048,2011,2012,0.0
Mamba kaba,6.28,-10.5081,2012,2014,0.0
Margibi I,6.254,-10.617,2011,2011,0.0
Margibi II,6.195,-10.389,2011,2011,0.0
Frank Town,6.4169,-10.5686,2014,2014,0.0
Montserrado,6.422,-10.561,2011,2014,0.0
Clara Town,6.3327,-10.7969,2009,2012,0.0
Gbangay Town,6.2725,-10.7465,2009,2012,0.0
King Gray,6.2519,-10.7059,2009,2012,0.0
Kpelle Town,6.2431,-10.6886,2009,2012,0.0
Parker's Corner,6.31,-10.8014,2013,2013,0.0
Togba Camp,6.2794,-10.7531,2009,2012,1.0
Vohitrambato,-18.0462,48.569,2013,2014,1.0
70 km east of Antanarivo (Anjiro region),-18.9309,48.1926,1993,1994,0.0
Ambohijanaka,-19.0,47.966,1999,1999,0.0
Ambohitranivo,-18.8491,48.24,2013,2014,0.0
Anjiro,-18.895,47.972,1994,1994,0.0
Saharevo,-18.82,48.1,2000,2014,1.0
Ambalamontana,-20.65,46.15,1999,2001,1.0
Ambohipaly,-20.427,46.844,1998,1998,0.0
Amborompotsy,-20.6,46.25,1999,2001,1.0
Amborompotsy Rice fields,-20.5983,46.3233,2000,2000,1.0
Ankaditsiary,-20.617,46.265,1999,2001,1.0
Manavotra,-20.5833,46.1167,1999,2001,1.0
Andina,-20.5133,47.15,2000,2000,0.0
Ambatolahy,-20.751,47.049,2013,2013,0.0
Manandriana,-20.5196,47.0583,2006,2014,0.0
Merimandroso,-18.75,47.515,1993,1999,1.0
Ambolokandrina Ankatso,-19.297,47.829,1999,1999,0.0
Ankatso,-19.299,47.831,1994,1994,0.0
Sabotsy Namehana,-19.2275,47.6003,2006,2007,0.0
Analaroa,-18.418,47.699,1991,1998,1.0
Anorana,-18.3053,48.0058,2008,2010,0.0
Anorana Rainforest,-18.296,48.0036,2008,2010,0.0
Antanetibe,-18.318,47.883,1993,1998,1.0
Antanifotsy,-18.3178,47.9756,2008,2010,0.0
Manakasina,-18.116,47.933,1999,1999,0.0
Ambohimanjaka,-17.9908,47.0353,2014,2014,1.0
Ambohimiadana,-17.9831,47.0572,2014,2014,1.0
Andranovelona II,-18.3903,47.0167,2014,2014,1.0
Ankadimbazinba,-18.5833,47.15,1991,1991,1.0
Bemasoandro,-17.9572,47.05,2013,2013,1.0
Kianjasoa,-17.9736,47.0389,2014,2014,1.0
Miarinarivo Sud,-18.4347,47.0006,2014,2014,1.0
Morafeno,-18.4036,47.0508,2014,2014,1.0
Tsarahonenana,-18.5583,47.0303,2014,2014,1.0
Voninahitrinitany,-18.5306,47.0283,2014,2014,1.0
Ambohimiandra,-18.917,47.533,2003,2003,1.0
Ambolokandrina,-18.9216,47.56,2004,2005,0.0
Amboniloha,-18.871,47.5233,2006,2007,0.0
Andohalo,-18.9156,47.5309,2006,2007,0.0
Isotry Centrale,-18.9117,47.5159,2006,2007,0.0
Itafy,-18.8678,47.6271,1994,1994,0.0
Lazaina,-18.815,47.566,1999,1999,0.0
Ambohimanarina,-18.8703,47.4934,2006,2007,0.0
Ambohitrumanjaka,-18.8671,47.4334,2006,2007,0.0
Anosipatrana,-18.9272,47.4991,2006,2007,0.0
Atsimondrano,-19.007,47.4883,2006,2014,0.0
Ambohimanambola,-18.9598,47.5983,2010,2010,0.0
Ambohimiandra-Manakambahiny,-18.933,47.5368,2003,2005,0.0
Androndra,-18.9401,47.5367,1994,1994,0.0
Mandrosoa,-19.082,47.766,1994,1994,0.0
Andapa 2,-17.3167,49.4,2000,2000,0.0
Fenerive-Est,-17.3155,49.4096,2003,2003,1.0
Fenoarivo,-17.3667,49.4,1996,2001,1.0
Mahambo,-17.4869,49.4557,2013,2014,0.0
Manakantafana,-17.0806,49.5143,2000,2000,0.0
Manakambahininy,-17.585,48.96,2003,2003,0.0
Androvasoa,-24.77,45.58,1994,1997,1.0
Ankilimivory,-25.03,44.816,1996,1996,1.0
Ambatopilaka,-25.13,45.35,1996,1996,0.0
Ankiliefatra,-25.32,45.5,2003,2003,0.0
Ankorakosy,-25.37,45.48,1996,1996,0.0
Behazomanga,-25.2,45.35,1996,1996,0.0
Amboasary,-25.043,46.385,2006,2014,0.0
La P巔ini弐e,-25.145,46.38,1996,1996,0.0
Esana,-25.02,46.987,1994,2000,1.0
Ejeda,-24.339,44.522,2014,2014,1.0
Betioky,-23.7207,44.3836,1994,1994,0.0
Andranovory,-22.0798,44.1623,2011,2011,0.0
Besakoa,-23.05,44.283,2011,2012,0.0
Ankilibe,-23.4241,43.7463,2011,2011,0.0
Ankililoaka,-22.769,43.6168,2011,2011,0.0
P巔ini巖e,-23.4142,43.7556,1994,1997,1.0
Vohitromby,-22.866,47.766,2001,2001,1.0
Analamalotra,-18.07,49.38,2001,2001,0.0
Ambodifaho,-18.782,49.082,2013,2014,0.0
Ambodivandrika,-18.7741,49.0067,2000,2000,0.0
Ampotaka,-17.43,46.85,1999,2001,1.0
Manjakavaradrano,-17.65,46.97,1999,2001,1.0
Tsaratanana,-16.7972,47.6528,2006,2014,1.0
Mangatsa,-15.562,46.487,2003,2003,0.0
Marovoay Tsararano,-16.17,46.67,1999,1999,0.0
Amboanjo,-16.1449,45.9199,2012,2012,0.0
Analalava,-16.161,45.6875,2014,2014,0.0
Ankelimitondrotra,-16.157,46.0343,2014,2014,1.0
Mahakary,-16.1583,46.0026,2012,2012,1.0
Marofandroboka,-16.0916,45.8609,2012,2012,0.0
Morafeno,-16.1431,45.927,2012,2014,1.0
Fenoarivo Be,-18.453,46.564,2006,2014,0.0
Imerimandroso,-18.334,46.516,1999,1999,0.0
Miadapahonina,-18.629,46.626,1998,1998,0.0
Ambohimiarintsoa,-19.212,46.132,1998,1998,1.0
Andavabary,-19.183,46.3,1999,1999,0.0
Andranonahaotra,-19.0,46.4167,2002,2005,1.0
Ankadinondrikely,-18.9667,46.45,1999,1999,0.0
Fenomanana,-18.915,46.183,2003,2003,1.0
Mahasolo Antanetibe,-19.125,46.362,1994,1994,0.0
Mahasolo Manarimofo,-19.05,46.23,1999,1999,0.0
Manarimofo,-19.34,46.034,1999,1999,1.0
Ambatohirika,-21.966,46.499,1999,2001,1.0
Angodongodona,-21.801,46.899,1999,2001,1.0
Ilomay,-21.901,46.749,1999,2001,1.0
Isaha,-21.934,46.716,1999,2001,1.0
Manara,-21.866,46.45,1999,2001,1.0
Sahanala,-21.85,46.433,1999,2001,1.0
Vatotokana,-21.71,46.7,1999,1999,1.0
Fianar II,-21.5833,47.2167,2006,2014,0.0
Iakora,-23.108,46.649,2006,2014,0.0
Mahasoa,-22.18,46.08,1999,2001,1.0
Alatsinainikely,-18.9562,46.5634,2012,2012,1.0
Amboniriana,-18.883,46.65,1999,1999,0.0
Vatolaivy,-19.083,46.863,1999,1999,0.0
Marofotsy,-19.0413,46.5723,1999,1999,0.0
Rice fields in Hauts Plateaux,-19.3551,46.4428,1997,1997,1.0
Soanafindra,-19.0447,46.6808,1999,1999,0.0
Soaniarea,-19.145,46.4239,1999,2005,1.0
Soanierana,-19.1217,46.4239,2002,2004,1.0
Tsarazaza,-19.4,46.46,1999,2000,0.0
Antsakoramby,-19.0354,44.4172,2013,2013,1.0
Morarano,-19.58,45.47,2001,2001,0.0
Antsamaka,-20.4166,44.25,2013,2013,0.0
Kimony,-20.238,44.311,2003,2003,0.0
Andapa Andogonzabe,-14.65,49.65,2001,2001,0.0
Ambalamanasy,-14.26,50.16,2001,2001,0.0
Ampasimajina,-13.37,49.98,2001,2001,0.0
Kalandy,-15.25,48.6667,1997,1998,1.0
